city,timestamp,pm25,pm10,no2,aqi,anomaly_score,severity
Beijing,2025-12-16 19:21:22.505492,73.79,124.44,0.0,160.4,-0.0004770212805412788,Medium
Beijing,2025-12-23 19:21:22.505492,58.16,99.23,20.81,152.4,-0.007382264431059937,Medium
Beijing,2025-12-24 13:21:22.505492,182.95,314.73,39.64,233.2,-0.09312357913834524,Medium
Beijing,2025-12-26 01:21:22.505492,150.7,232.58,39.72,201.2,-0.061923565071946296,Medium
Beijing,2026-01-04 19:21:22.505492,175.67,263.43,40.84,225.9,-0.04741513592780655,Medium
Beijing,2026-01-08 01:21:22.505492,154.94,247.28,42.36,205.4,-0.04974306239227544,Medium
Beijing,2026-01-26 07:21:22.505492,183.22,273.92,46.21,233.4,-0.0634273107681319,Medium
Beijing,2026-01-31 13:21:22.505492,97.55,170.88,76.0,172.7,-0.011754977252588228,Medium
Beijing,2026-02-04 19:21:22.505492,188.62,324.57,24.1,238.8,-0.10595675720558495,High
Beijing,2026-02-18 13:21:22.505492,109.29,178.53,66.51,178.8,-0.013160265857475095,Medium
Beijing,2026-02-20 07:21:22.505492,191.73,302.83,38.01,241.9,-0.08461414540030465,Medium
Beijing,2026-02-27 01:21:22.505492,171.91,301.69,56.12,222.2,-0.07934538794452617,Medium
Beijing,2026-03-03 13:21:22.505492,95.29,160.83,38.91,171.5,-0.005558101773355584,Medium
Beijing,2026-03-09 19:21:22.505492,114.85,196.43,49.21,181.6,-0.0744665713530851,Medium
Beijing,2026-03-22 13:21:22.505492,199.98,320.76,72.85,250.0,-0.133733473650539,High
Beijing,2026-03-23 13:21:22.505492,101.36,151.09,59.7,174.7,-0.02193550411576617,Medium
Beijing,2026-03-25 07:21:22.505492,93.43,153.73,65.0,170.6,-0.03747931129342119,Medium
Beijing,2026-04-03 07:21:22.505492,190.39,287.16,37.96,240.5,-0.08069395163550774,Medium
Beijing,2026-04-22 19:21:22.505492,200.82,297.76,24.37,250.9,-0.11401398682218633,High
Beijing,2026-05-01 13:21:22.505492,90.02,154.42,4.51,168.8,-0.019994642051337608,Medium
Beijing,2026-05-05 01:21:22.505492,169.78,249.82,49.28,220.1,-0.04744235755802051,Medium
Beijing,2026-05-20 01:21:22.505492,188.01,334.03,32.24,238.2,-0.09716487456305722,Medium
Beijing,2026-05-21 19:21:22.505492,185.84,305.51,33.05,236.0,-0.107088769469869,High
Beijing,2026-05-28 13:21:22.505492,111.55,179.04,15.32,179.9,-0.011203656607113532,Medium
Shanghai,2025-06-05 13:21:22.505492,142.36,214.81,36.79,195.8,-0.029953558534982383,Medium
Shanghai,2025-06-22 13:21:22.505492,139.08,250.33,23.76,194.2,-0.0906591110960695,Medium
Shanghai,2025-06-25 19:21:22.505492,152.49,273.93,63.78,203.0,-0.07611607605738069,Medium
Shanghai,2025-06-28 13:21:22.505492,136.88,231.38,35.98,193.0,-0.01695279718586773,Medium
Shanghai,2025-06-29 01:21:22.505492,117.27,201.86,47.6,182.9,-0.004259994016451052,Medium
Shanghai,2025-07-02 19:21:22.505492,122.71,203.99,50.59,185.7,-0.026035273013324756,Medium
Shanghai,2025-07-14 07:21:22.505492,121.6,185.99,17.29,185.1,-0.03561179226994404,Medium
Shanghai,2025-07-22 01:21:22.505492,120.67,206.17,36.79,184.7,-0.004302892935235114,Medium
Shanghai,2025-07-27 13:21:22.505492,144.71,238.37,80.11,197.1,-0.09163452157060503,Medium
Shanghai,2025-07-29 13:21:22.505492,143.71,227.43,46.38,196.5,-0.025160409213176638,Medium
Shanghai,2025-08-01 07:21:22.505492,122.17,181.93,53.57,185.4,-0.031449590752893775,Medium
Shanghai,2025-09-15 13:21:22.505492,127.24,181.58,50.17,188.0,-0.03882242811100811,Medium
Shanghai,2025-10-07 07:21:22.505492,119.64,187.4,50.16,184.1,-0.014856973508220794,Medium
Shanghai,2025-10-08 01:21:22.505492,105.34,173.51,36.33,176.7,-0.027679749822136723,Medium
Shanghai,2025-11-05 01:21:22.505492,107.25,184.33,76.89,177.7,-0.0784580817143854,Medium
Shanghai,2025-12-18 19:21:22.505492,126.02,198.02,60.16,187.4,-0.0392882289139046,Medium
Shanghai,2026-01-11 13:21:22.505492,131.86,194.45,16.5,190.4,-0.048886488893467805,Medium
Shanghai,2026-01-20 01:21:22.505492,125.91,204.19,30.5,187.4,-0.015075565449785056,Medium
Shanghai,2026-01-26 19:21:22.505492,127.0,182.4,14.22,187.9,-0.0433571660626737,Medium
Shanghai,2026-01-28 07:21:22.505492,123.12,188.73,46.57,185.9,-0.06297996827059138,Medium
Shanghai,2026-02-27 13:21:22.505492,153.34,265.68,40.01,203.8,-0.05606716716513316,Medium
Shanghai,2026-03-09 19:21:22.505492,123.3,191.91,12.62,186.0,-0.016196742031388656,Medium
Shanghai,2026-03-16 19:21:22.505492,137.87,243.51,58.66,193.5,-0.04969697379240057,Medium
Shanghai,2026-03-21 01:21:22.505492,131.26,205.2,76.38,190.1,-0.03817555789063665,Medium
Shanghai,2026-03-26 01:21:22.505492,130.55,192.03,62.19,189.7,-0.024716254034931162,Medium
Shanghai,2026-04-03 13:21:22.505492,144.93,227.18,34.57,197.2,-0.02040045728074824,Medium
Shanghai,2026-04-25 01:21:22.505492,131.32,227.3,42.59,190.1,-0.028443961647711347,Medium
Shanghai,2026-04-28 13:21:22.505492,143.99,210.07,33.69,196.7,-0.04344310490336056,Medium
Shanghai,2026-05-18 07:21:22.505492,142.54,236.36,55.41,195.9,-0.08587366548267461,Medium
Shanghai,2026-05-22 07:21:22.505492,144.82,208.83,49.78,197.1,-0.011614048821861678,Medium
Los Angeles,2025-07-06 07:21:22.505492,26.78,42.74,67.83,81.9,-0.0028500302354299567,Medium
Los Angeles,2025-09-08 19:21:22.505492,2.06,3.3,70.15,8.6,-0.0011102569519634287,Medium
Los Angeles,2025-12-10 01:21:22.505492,5.87,8.83,9.37,24.5,-0.005421471693136781,Medium
Los Angeles,2025-12-23 01:21:22.505492,10.98,18.53,79.66,45.8,-0.021196991847396873,Medium
Los Angeles,2026-02-16 01:21:22.505492,19.57,33.3,61.98,66.7,-0.007834328798504209,Medium
Los Angeles,2026-04-10 13:21:22.505492,93.56,154.89,68.77,170.7,-0.020045417163456647,Medium
Los Angeles,2026-04-25 01:21:22.505492,28.84,41.34,8.38,86.2,-0.003098139777649944,Medium
New York,2025-07-10 07:21:22.505492,19.65,29.17,62.6,66.9,-0.0022620627057329257,Medium
New York,2025-07-30 19:21:22.505492,18.2,30.51,7.23,63.8,-0.0036962563787522607,Medium
New York,2025-08-08 01:21:22.505492,5.17,7.49,0.8,21.6,-0.01804070137208713,Medium
New York,2025-08-16 01:21:22.505492,3.28,5.04,93.04,13.7,-0.038221347595615685,Medium
New York,2025-08-25 01:21:22.505492,5.5,8.5,14.96,22.9,-0.02286764807556818,Medium
New York,2025-10-03 19:21:22.505492,4.44,7.21,66.76,18.5,-0.019168584942021782,Medium
New York,2025-10-07 01:21:22.505492,1.0,1.58,62.76,4.2,-0.0069543170800034915,Medium
New York,2025-10-19 01:21:22.505492,1.0,1.71,35.84,4.2,-0.009470042836985049,Medium
New York,2025-10-26 19:21:22.505492,3.72,5.28,13.77,15.5,-0.020181208200470424,Medium
New York,2025-11-22 19:21:22.505492,3.53,6.04,63.13,14.7,-0.002483815726738059,Medium
New York,2025-12-07 01:21:22.505492,1.61,2.4,64.18,6.7,-0.00023913737569458693,Medium
New York,2025-12-14 07:21:22.505492,9.79,13.86,10.54,40.8,-0.023468769579844895,Medium
New York,2025-12-29 01:21:22.505492,11.06,16.67,6.33,46.1,-0.006146358952937692,Medium
New York,2026-01-10 19:21:22.505492,17.37,24.65,15.38,62.1,-0.0074473004951645105,Medium
New York,2026-02-14 13:21:22.505492,34.51,58.63,81.95,98.1,-0.018535365563277506,Medium
New York,2026-02-16 13:21:22.505492,34.35,56.08,45.53,97.8,-0.0021199838712840924,Medium
New York,2026-04-24 19:21:22.505492,25.08,38.57,1.6,78.3,-0.03005075601131313,Medium
London,2025-07-04 01:21:22.505492,6.62,9.31,44.55,27.6,-0.009475902622605004,Medium
London,2025-07-12 07:21:22.505492,14.36,21.02,72.43,55.8,-0.011030153175846324,Medium
London,2025-09-17 19:21:22.505492,1.0,1.59,70.15,4.2,-0.007527345759937187,Medium
London,2025-10-05 01:21:22.505492,1.0,1.74,27.45,4.2,-0.03118830806626527,Medium
London,2025-10-10 13:21:22.505492,12.53,20.27,77.08,51.9,-0.02835261399838196,Medium
London,2025-10-30 01:21:22.505492,1.0,1.73,67.07,4.2,-0.0010238471287915551,Medium
London,2025-10-31 19:21:22.505492,1.0,1.54,12.09,4.2,-0.0315895935558651,Medium
London,2025-11-08 19:21:22.505492,1.0,1.44,3.8,4.2,-0.017051907253303744,Medium
London,2025-11-13 01:21:22.505492,1.0,1.74,22.53,4.2,-0.010898458245395592,Medium
London,2025-12-12 19:21:22.505492,1.62,2.5,41.33,6.8,-0.0009370928094386555,Medium
London,2025-12-31 01:21:22.505492,1.0,1.76,28.99,4.2,-0.016205884882338095,Medium
London,2026-01-16 13:21:22.505492,23.86,33.93,83.54,75.7,-0.007413794663877482,Medium
London,2026-01-17 19:21:22.505492,14.0,21.13,58.36,55.0,-0.010299917438607253,Medium
Paris,2025-06-22 13:21:22.505492,33.21,57.56,64.31,95.4,-0.026473224625860214,Medium
Paris,2025-08-02 01:21:22.505492,1.0,1.49,0.0,4.2,-0.006935070955323419,Medium
Paris,2025-08-07 01:21:22.505492,3.13,5.61,0.0,13.1,-0.004053070268336456,Medium
Paris,2025-08-13 01:21:22.505492,1.05,1.81,23.86,4.4,-0.001075940762378047,Medium
Paris,2025-08-23 19:21:22.505492,8.55,12.48,0.0,35.6,-0.028396883410482188,Medium
Paris,2025-09-05 19:21:22.505492,1.0,1.41,74.29,4.2,-0.012888173466931718,Medium
Paris,2025-09-23 07:21:22.505492,4.83,7.18,15.7,20.1,-0.011030764164494222,Medium
Paris,2025-10-04 01:21:22.505492,1.0,1.45,13.97,4.2,-0.005611192088012529,Medium
Paris,2025-10-14 19:21:22.505492,1.0,1.77,72.7,4.2,-0.0003154049991350716,Medium
Paris,2025-10-26 19:21:22.505492,1.0,1.59,9.16,4.2,-0.0007579651682847466,Medium
Paris,2025-11-25 19:21:22.505492,1.0,1.72,66.03,4.2,-0.003023595186111727,Medium
Paris,2026-03-15 19:21:22.505492,29.29,49.69,11.68,87.1,-0.005102860658455555,Medium
Paris,2026-04-23 19:21:22.505492,30.14,49.9,0.13,88.9,-0.009602780685336376,Medium
Tokyo,2025-07-02 01:21:22.505492,21.51,35.6,1.33,70.8,-0.029128527502314205,Medium
Tokyo,2025-08-06 07:21:22.505492,14.8,21.93,0.0,56.7,-0.008000965007763705,Medium
Tokyo,2025-09-17 07:21:22.505492,18.25,25.85,18.71,63.9,-0.006104361831728022,Medium
Tokyo,2025-10-01 01:21:22.505492,5.47,8.47,23.28,22.8,-0.008407267602690949,Medium
Tokyo,2025-10-16 19:21:22.505492,4.86,7.21,13.82,20.3,-0.007848954596436308,Medium
Tokyo,2025-10-20 01:21:22.505492,1.0,1.63,34.39,4.2,-0.00043324009189027457,Medium
Tokyo,2025-11-29 19:21:22.505492,7.49,11.22,0.0,31.2,-0.013277857896295875,Medium
Tokyo,2026-01-04 07:21:22.505492,28.46,47.95,83.92,85.4,-0.0068833249701008015,Medium
São Paulo,2025-06-06 01:21:22.505492,101.0,179.89,0.0,174.5,-0.03719019766418419,Medium
São Paulo,2025-08-07 01:21:22.505492,16.38,23.92,1.31,60.0,-0.024746022088644404,Medium
São Paulo,2025-11-03 19:21:22.505492,26.14,38.79,3.62,80.5,-0.006167024171926383,Medium
São Paulo,2026-04-01 01:21:22.505492,103.3,174.19,71.63,175.7,-0.03405514937310028,Medium
São Paulo,2026-05-14 13:21:22.505492,127.97,225.49,70.65,188.4,-0.10114704902571425,High
São Paulo,2026-05-22 13:21:22.505492,117.89,211.74,21.17,183.2,-0.04144121390851796,Medium
São Paulo,2026-05-29 07:21:22.505492,112.49,189.4,12.04,180.4,-0.02478359742261549,Medium
Cairo,2025-06-11 01:21:22.505492,71.13,109.79,6.7,159.1,-0.011082044668123237,Medium
Cairo,2025-06-11 13:21:22.505492,98.82,153.01,71.29,173.4,-0.04063829134544672,Medium
Cairo,2025-06-13 07:21:22.505492,76.08,108.63,55.83,161.6,-0.00022184879871256502,Medium
Cairo,2025-06-18 01:21:22.505492,160.57,230.66,33.95,211.0,-0.05046392120248022,Medium
Cairo,2025-06-18 07:21:22.505492,171.17,277.73,50.81,221.5,-0.07736635501030242,Medium
Cairo,2025-06-26 07:21:22.505492,181.82,289.2,31.9,232.0,-0.0801313200440451,Medium
Cairo,2025-06-30 07:21:22.505492,170.73,250.56,63.24,221.0,-0.07640190149111048,Medium
Cairo,2025-07-03 01:21:22.505492,156.85,255.38,27.68,207.3,-0.052677283538328235,Medium
Cairo,2025-07-14 19:21:22.505492,175.31,310.4,50.51,225.6,-0.0984308646588663,Medium
Cairo,2025-07-30 13:21:22.505492,102.23,181.51,69.55,175.1,-0.013435157804095876,Medium
Cairo,2025-08-02 07:21:22.505492,163.38,286.13,47.63,213.8,-0.06937213100862083,Medium
Cairo,2025-08-05 13:21:22.505492,158.66,263.92,25.68,209.1,-0.07251905142671522,Medium
Cairo,2025-08-12 01:21:22.505492,152.35,250.49,60.33,202.8,-0.0769016451556278,Medium
Cairo,2025-08-12 07:21:22.505492,154.16,257.89,57.6,204.6,-0.05344087017237431,Medium
Cairo,2025-08-28 01:21:22.505492,146.19,260.06,45.26,197.8,-0.04258039066583186,Medium
Cairo,2025-09-20 01:21:22.505492,139.22,213.04,32.59,194.2,-0.03068898088647609,Medium
Cairo,2025-10-01 07:21:22.505492,146.27,205.38,57.01,197.9,-0.046979495919394765,Medium
Cairo,2025-10-04 07:21:22.505492,144.65,256.87,25.19,197.0,-0.07277748556338837,Medium
Cairo,2025-10-11 07:21:22.505492,134.83,198.58,74.72,192.0,-0.044966639635207084,Medium
Cairo,2025-10-24 01:21:22.505492,131.45,223.67,2.71,190.2,-0.06465304820174211,Medium
Cairo,2025-11-19 19:21:22.505492,131.0,214.77,35.32,190.0,-0.0101084920961646,Medium
Cairo,2025-11-25 19:21:22.505492,149.79,246.93,38.1,199.7,-0.03778728093660633,Medium
Cairo,2025-11-28 19:21:22.505492,138.0,201.02,31.3,193.6,-0.023368591417671558,Medium
Cairo,2025-12-03 01:21:22.505492,150.09,250.6,66.14,199.8,-0.06561856669179278,Medium
Cairo,2025-12-11 07:21:22.505492,151.28,247.38,64.54,201.8,-0.05960973534843228,Medium
Cairo,2025-12-12 07:21:22.505492,143.84,203.65,28.87,196.6,-0.004608088465818727,Medium
Cairo,2025-12-13 19:21:22.505492,51.97,75.72,0.88,141.6,-0.009371672482624827,Medium
Cairo,2025-12-15 13:21:22.505492,168.85,265.52,33.59,219.2,-0.06260941419215094,Medium
Cairo,2025-12-18 13:21:22.505492,179.7,319.85,23.23,229.9,-0.09258048727715718,Medium
Cairo,2025-12-25 19:21:22.505492,147.56,250.03,46.16,198.5,-0.08596386325819128,Medium
Cairo,2025-12-28 13:21:22.505492,178.9,308.27,48.95,229.1,-0.08509513378915512,Medium
Cairo,2026-01-02 13:21:22.505492,167.95,236.53,48.44,218.3,-0.06686053760561184,Medium
Cairo,2026-01-04 19:21:22.505492,151.9,249.98,41.2,202.4,-0.04082829348855321,Medium
Cairo,2026-01-28 07:21:22.505492,157.82,249.1,14.36,208.3,-0.09087806563874101,Medium
Cairo,2026-02-13 19:21:22.505492,153.93,274.54,41.62,204.4,-0.06288635774470897,Medium
Cairo,2026-02-27 07:21:22.505492,81.97,135.12,19.22,164.7,-0.010326748025557886,Medium
Cairo,2026-02-27 13:21:22.505492,99.78,173.83,35.15,173.9,-0.020123374613504774,Medium
Cairo,2026-03-02 13:21:22.505492,115.64,188.0,70.63,182.1,-0.054963752150385514,Medium
Cairo,2026-03-02 19:21:22.505492,170.96,262.62,39.57,221.3,-0.055016220599511945,Medium
Cairo,2026-03-04 19:21:22.505492,88.99,156.6,68.95,168.3,-0.0006434509648644005,Medium
Cairo,2026-03-06 13:21:22.505492,82.6,135.2,6.02,165.0,-0.0032943099649100915,Medium
Cairo,2026-03-09 19:21:22.505492,81.58,140.96,70.82,164.5,-0.02415685176733262,Medium
Cairo,2026-03-20 07:21:22.505492,79.89,124.95,47.35,163.6,-0.03084026032146925,Medium
Cairo,2026-03-21 13:21:22.505492,174.72,259.98,76.14,225.0,-0.09300953092667796,Medium
Cairo,2026-04-14 07:21:22.505492,101.52,156.6,65.67,174.8,-0.0009978724075635492,Medium
Cairo,2026-04-27 01:21:22.505492,156.24,243.09,21.95,206.7,-0.08462951411504882,Medium
Cairo,2026-04-28 07:21:22.505492,79.59,129.46,76.2,163.4,-0.0033395896243298973,Medium
Cairo,2026-04-30 13:21:22.505492,181.35,264.15,61.17,231.6,-0.08100537311764655,Medium
Cairo,2026-05-05 01:21:22.505492,188.22,269.94,34.45,238.4,-0.08717587957889783,Medium
Cairo,2026-05-08 07:21:22.505492,83.13,143.82,56.69,165.3,-0.040658880127218855,Medium
Cairo,2026-05-11 13:21:22.505492,178.46,300.35,28.34,228.7,-0.09226309976098801,Medium
Cairo,2026-05-14 13:21:22.505492,192.17,332.48,11.56,242.3,-0.1325762430435785,High
Cairo,2026-05-25 07:21:22.505492,91.14,142.3,0.0,169.4,-0.026779318572694777,Medium
Cairo,2026-05-27 07:21:22.505492,185.9,267.4,21.88,236.1,-0.09817410289318951,Medium
Lahore,2025-05-29 07:21:22.505492,217.91,385.37,48.7,267.8,-0.12131444768358857,High
Lahore,2025-05-30 07:21:22.505492,96.08,148.05,62.96,172.0,-0.0034674225693036576,Medium
Lahore,2025-05-30 19:21:22.505492,123.51,184.06,22.33,186.1,-0.02916504288679511,Medium
Lahore,2025-05-31 13:21:22.505492,119.76,208.96,17.65,184.2,-0.021049207641880674,Medium
Lahore,2025-06-03 13:21:22.505492,111.73,157.11,51.68,180.0,-0.015593221677098978,Medium
Lahore,2025-06-05 07:21:22.505492,102.27,155.68,75.84,175.2,-0.035817210277414135,Medium
Lahore,2025-06-09 13:21:22.505492,235.34,385.2,30.56,285.1,-0.107633793870059,High
Lahore,2025-06-10 19:21:22.505492,91.53,156.87,5.63,169.6,-0.024882854394523646,Medium
Lahore,2025-06-11 13:21:22.505492,107.92,187.25,63.0,178.1,-0.005602554108994795,Medium
Lahore,2025-06-12 13:21:22.505492,107.36,190.46,75.21,177.8,-0.04969122202576004,Medium
Lahore,2025-06-14 07:21:22.505492,192.13,281.27,60.05,242.3,-0.0921308836078979,Medium
Lahore,2025-06-14 13:21:22.505492,103.06,169.75,8.34,175.6,-0.03591607082960557,Medium
Lahore,2025-06-16 13:21:22.505492,127.55,212.95,0.0,188.2,-0.05889530444468605,Medium
Lahore,2025-06-20 19:21:22.505492,97.05,155.96,63.06,172.5,-0.0089098391104534,Medium
Lahore,2025-06-23 13:21:22.505492,72.65,115.51,3.55,159.9,-0.004097928302012721,Medium
Lahore,2025-06-24 19:21:22.505492,103.24,185.21,8.71,175.6,-0.021861809181057623,Medium
Lahore,2025-06-25 01:21:22.505492,91.6,151.79,71.93,169.6,-4.406346094454339e-05,Medium
Lahore,2025-06-27 07:21:22.505492,108.56,153.17,12.59,178.4,-0.012008387474632176,Medium
Lahore,2025-06-30 01:21:22.505492,196.63,347.39,32.77,246.7,-0.1356670902299295,High
Lahore,2025-06-30 13:21:22.505492,108.31,192.32,46.05,178.3,-0.00041414733678513116,Medium
Lahore,2025-07-03 13:21:22.505492,105.23,154.03,24.39,176.7,-0.00334578587590606,Medium
Lahore,2025-07-08 01:21:22.505492,210.3,371.94,47.51,260.3,-0.10702900599610432,High
Lahore,2025-07-10 13:21:22.505492,104.1,186.36,22.22,176.1,-0.012157368481955588,Medium
Lahore,2025-07-11 07:21:22.505492,214.85,303.27,42.49,264.8,-0.09541092915598637,Medium
Lahore,2025-07-21 13:21:22.505492,222.36,380.73,19.98,272.2,-0.13050954986957197,High
Lahore,2025-07-21 19:21:22.505492,98.1,142.05,73.89,173.0,-0.009431986376903234,Medium
Lahore,2025-07-23 07:21:22.505492,88.94,147.35,66.23,168.3,-0.017004455345528968,Medium
Lahore,2025-07-25 19:21:22.505492,192.09,326.87,62.96,242.2,-0.127708408665555,High
Lahore,2025-07-27 01:21:22.505492,192.99,298.01,42.52,243.1,-0.12555152896909416,High
Lahore,2025-07-29 07:21:22.505492,102.5,144.35,8.8,175.3,-0.014830356080949403,Medium
Lahore,2025-07-31 07:21:22.505492,207.04,309.67,54.78,257.0,-0.10667024754733156,High
Lahore,2025-08-07 01:21:22.505492,193.64,293.13,28.98,243.7,-0.09873192440982725,Medium
Lahore,2025-08-07 07:21:22.505492,187.02,297.73,40.56,237.2,-0.12910717060949262,High
Lahore,2025-08-11 13:21:22.505492,88.51,153.2,65.73,168.0,-0.01659264546746464,Medium
Lahore,2025-08-23 01:21:22.505492,200.72,304.02,55.8,250.8,-0.12591500428067304,High
Lahore,2025-08-26 07:21:22.505492,90.99,132.58,69.49,169.3,-0.0160180392071253,Medium
Lahore,2025-08-26 13:21:22.505492,105.71,148.78,63.7,176.9,-0.00386753722546207,Medium
Lahore,2025-08-30 07:21:22.505492,225.47,325.81,60.42,275.3,-0.11305557472695937,High
Lahore,2025-08-30 13:21:22.505492,114.63,197.31,26.73,181.5,-0.003968728135190891,Medium
Lahore,2025-09-02 01:21:22.505492,196.0,349.16,45.1,246.1,-0.11485558896562786,High
Lahore,2025-09-04 19:21:22.505492,204.24,326.76,20.43,254.3,-0.11222447117426004,High
Lahore,2025-09-20 13:21:22.505492,72.67,123.96,42.45,159.9,-0.004181528576450821,Medium
Lahore,2025-09-30 13:21:22.505492,215.78,325.11,9.9,265.7,-0.12369076621511388,High
Lahore,2025-10-15 07:21:22.505492,207.77,308.6,69.14,257.8,-0.10980865764847503,High
Lahore,2025-10-25 07:21:22.505492,200.2,293.51,27.63,250.2,-0.10480916849522437,High
Lahore,2025-10-28 07:21:22.505492,205.62,307.17,48.84,255.6,-0.12685242250904372,High
Lahore,2025-11-04 13:21:22.505492,228.23,399.41,24.91,278.0,-0.12681353794923256,High
Lahore,2025-11-05 01:21:22.505492,193.21,330.49,18.5,243.3,-0.1212110487125625,High
Lahore,2025-11-09 07:21:22.505492,194.76,305.4,25.11,244.9,-0.09094693733828385,Medium
Lahore,2025-11-13 13:21:22.505492,94.66,166.3,68.55,171.2,-0.019392952322028312,Medium
Lahore,2025-11-16 01:21:22.505492,187.27,305.41,24.2,237.4,-0.12457810428835947,High
Lahore,2025-11-21 01:21:22.505492,205.76,354.46,22.27,255.8,-0.13835534140084116,High
Lahore,2025-11-23 01:21:22.505492,210.4,321.95,25.37,260.4,-0.12651229767326888,High
Lahore,2025-12-03 13:21:22.505492,123.92,195.96,53.71,186.3,-0.04974619801663538,Medium
Lahore,2025-12-13 19:21:22.505492,194.81,340.53,34.04,244.9,-0.09387693054069934,Medium
Lahore,2025-12-16 07:21:22.505492,204.56,290.45,43.11,254.6,-0.09789651927634546,Medium
Lahore,2025-12-21 19:21:22.505492,183.68,304.97,34.42,233.9,-0.08770381454629972,Medium
Lahore,2025-12-24 07:21:22.505492,195.39,340.65,28.52,245.5,-0.1086723957325737,High
Lahore,2026-01-02 01:21:22.505492,227.0,386.92,18.2,276.8,-0.12198244979071748,High
Lahore,2026-01-05 07:21:22.505492,101.92,177.92,60.54,175.0,-0.00938220532150047,Medium
Lahore,2026-01-13 01:21:22.505492,215.49,335.01,32.48,265.4,-0.11302501053754477,High
Lahore,2026-01-18 07:21:22.505492,226.1,320.19,27.58,275.9,-0.1127221305406172,High
Lahore,2026-01-22 13:21:22.505492,217.47,351.16,31.78,267.4,-0.11287782579538619,High
Lahore,2026-01-26 07:21:22.505492,84.1,145.79,79.08,165.8,-0.0026375950347193866,Medium
Lahore,2026-01-30 07:21:22.505492,215.64,331.63,38.78,265.6,-0.11381544590275461,High
Lahore,2026-01-31 01:21:22.505492,177.98,303.56,29.85,228.2,-0.11751900050016939,High
Lahore,2026-01-31 13:21:22.505492,113.81,188.68,18.53,181.1,-0.04640414029871365,Medium
Lahore,2026-01-31 19:21:22.505492,202.23,304.32,29.42,252.3,-0.10492610691386328,High
Lahore,2026-02-01 07:21:22.505492,111.03,171.9,49.64,179.7,-0.056780873939223375,Medium
Lahore,2026-02-02 07:21:22.505492,105.17,170.81,63.52,176.6,-0.02881617909665679,Medium
Lahore,2026-02-03 07:21:22.505492,118.84,176.33,24.18,183.7,-0.0006417339449917847,Medium
Lahore,2026-02-07 01:21:22.505492,201.06,357.2,53.19,251.1,-0.09900318973169964,Medium
Lahore,2026-02-09 07:21:22.505492,107.03,180.17,28.43,177.6,-0.011855527206667493,Medium
Lahore,2026-02-10 13:21:22.505492,103.17,171.33,81.57,175.6,-0.004916603185685875,Medium
Lahore,2026-02-10 19:21:22.505492,228.31,372.49,41.64,278.1,-0.11751730214902856,High
Lahore,2026-02-13 13:21:22.505492,226.38,324.97,54.38,276.2,-0.12366951906512824,High
Lahore,2026-02-20 07:21:22.505492,227.5,406.69,51.88,277.3,-0.1401958998902244,High
Lahore,2026-02-21 13:21:22.505492,220.38,309.32,23.96,270.2,-0.12736633541602538,High
Lahore,2026-02-23 13:21:22.505492,100.97,172.07,52.45,174.5,-0.00454750886637334,Medium
Lahore,2026-02-26 19:21:22.505492,113.94,188.38,35.2,181.2,-0.0037682691578750926,Medium
Lahore,2026-03-02 01:21:22.505492,78.94,129.29,66.33,163.1,-0.010938041896262685,Medium
Lahore,2026-03-03 07:21:22.505492,103.14,171.41,53.53,175.6,-0.03475227495651134,Medium
Lahore,2026-03-04 19:21:22.505492,112.84,183.49,45.82,180.6,-0.0006128807513963164,Medium
Lahore,2026-03-07 07:21:22.505492,136.52,232.04,38.96,192.8,-0.06847379965620515,Medium
Lahore,2026-03-07 13:21:22.505492,120.84,215.33,65.0,184.7,-0.04558269301495366,Medium
Lahore,2026-03-10 07:21:22.505492,119.92,169.51,35.85,184.3,-0.0005663460072328208,Medium
Lahore,2026-03-11 07:21:22.505492,125.67,196.26,45.42,187.2,-0.011348508728770468,Medium
Lahore,2026-03-11 13:21:22.505492,127.3,216.15,41.21,188.1,-0.018759445114357454,Medium
Lahore,2026-03-13 13:21:22.505492,140.3,220.01,62.39,194.8,-0.04594191439163642,Medium
Lahore,2026-03-17 19:21:22.505492,97.46,155.25,69.25,172.7,-0.02094377772229261,Medium
Lahore,2026-03-24 13:21:22.505492,121.82,185.2,64.04,185.2,-0.02215531567792617,Medium
Lahore,2026-03-24 19:21:22.505492,251.88,375.43,38.86,302.1,-0.1083260941023031,High
Lahore,2026-03-26 07:21:22.505492,111.27,188.61,43.42,179.8,-0.02620309476418181,Medium
Lahore,2026-03-27 13:21:22.505492,123.34,194.05,65.81,186.0,-0.0011011511193280699,Medium
Lahore,2026-03-28 07:21:22.505492,115.65,205.71,38.42,182.1,-0.011364562406607881,Medium
Lahore,2026-03-29 19:21:22.505492,223.03,327.45,54.4,272.9,-0.1168840290895573,High
Lahore,2026-03-30 07:21:22.505492,104.92,171.28,34.07,176.5,-0.00412070159473521,Medium
Lahore,2026-03-31 13:21:22.505492,124.58,175.53,21.59,186.7,-0.018392511874285145,Medium
Lahore,2026-04-01 01:21:22.505492,194.33,332.97,65.49,244.4,-0.1392907777092568,High
Lahore,2026-04-01 07:21:22.505492,116.21,208.53,18.45,182.3,-0.07509633339593857,Medium
Lahore,2026-04-04 13:21:22.505492,112.13,168.01,82.09,180.2,-0.041776401892518855,Medium
Lahore,2026-04-04 19:21:22.505492,238.79,383.03,56.35,288.5,-0.1441144925656439,High
